年数,排名,国家/地区,所在洲,GDP(美元/亿)
1981,94,尼加拉瓜,美洲,24.48亿 
1981,95,蒙古,亚洲,23.1亿 
1981,96,尼泊尔,亚洲,22.76亿 
1981,97,纳米比亚,非洲,22.5亿 
1981,98,尼日尔,非洲,21.71亿 
1981,99,塞浦路斯,欧洲,20.87亿 
1981,100,刚果（布）,非洲,19.94亿 
1981,101,布基纳法索,非洲,17.76亿 
1981,102,马里,非洲,15.39亿 
1981,103,海地,美洲,14.79亿 
1981,104,巴哈马,美洲,14.27亿 
1981,105,卢旺达,非洲,14.07亿 
1981,106,乌干达,非洲,13.37亿 
1981,107,贝宁,非洲,12.91亿 
1981,108,法属波利尼西亚,大洋洲,12.8亿 
1981,109,马耳他,欧洲,12.43亿 
1981,110,马拉维,非洲,12.38亿 
1981,111,斐济群岛,大洋洲,12.36亿 
1981,112,摩纳哥,欧洲,12.05亿 
1981,113,毛里求斯,非洲,11.42亿 
1981,114,塞拉利昂,非洲,11.15亿 
1981,115,巴巴多斯,美洲,11.14亿 
1981,116,博茨瓦纳,非洲,10.74亿 
1981,117,新喀里多尼亚,大洋洲,9.73亿 
1981,118,布隆迪,非洲,9.69亿 
1981,119,多哥,非洲,9.62亿 
1981,120,苏里南,美洲,8.89亿 
1981,121,乍得,非洲,8.77亿 
1981,122,利比里亚,非洲,8.47亿 
1981,123,毛里塔尼亚,非洲,7.48亿 
1981,124,百慕大,美洲,7.39亿 
1981,125,索马里,非洲,6.99亿 
1981,126,中非,非洲,6.95亿 
1981,127,斯威士兰,非洲,5.71亿 
1981,128,圭亚那,美洲,5.7亿 
1981,129,列支敦士登,欧洲,5.12亿 
1981,130,格陵兰,美洲,4.36亿 
1981,131,莱索托,非洲,4.34亿 
1981,132,安道尔,欧洲,3.89亿 
1981,133,冈比亚,非洲,2.19亿 
1981,134,伯利兹,美洲,1.96亿 
1981,135,圣卢西亚,美洲,1.94亿 
1981,136,所罗门群岛,大洋洲,1.94亿 
1981,137,塞舌尔,非洲,1.55亿 
1981,138,几内亚比绍,非洲,1.55亿 
1981,139,安提瓜和巴布达,美洲,1.48亿 
1981,140,佛得角,非洲,1.39亿 
1981,141,不丹,亚洲,1.39亿 
1981,142,格林纳达,美洲,1.16亿 
1981,143,科摩罗,非洲,1.14亿 
1981,144,瓦努阿图,大洋洲,1.14亿 
1981,145,圣文森特和格林纳丁斯,美洲,1.02亿 
1981,146,多米尼克,美洲,8211万 
1981,147,圣基茨和尼维斯,美洲,8089万 
1981,148,汤加,大洋洲,6224万 
1981,149,马尔代夫,亚洲,4478万 
1981,150,基里巴斯,大洋洲,4137万 
1981,151,赤道几内亚,非洲,3673万 
1981,152,马绍尔群岛,大洋洲,3102万 
1982,1,美国,美洲,3.34万亿 
1982,2,日本,亚洲,1.13万亿 
1982,3,德国,欧洲,7765.76亿 
1982,4,法国,欧洲,5848.78亿 
1982,5,英国,欧洲,5150.49亿 
1982,6,意大利,欧洲,4272.73亿 
1982,7,加拿大,美洲,3135.07亿 
1982,8,巴西,美洲,2713.14亿 
1982,9,中国,亚洲,2050.9亿 
1982,10,印度,亚洲,2007.15亿 
1982,11,西班牙,欧洲,1959.97亿 
1982,12,澳大利亚,大洋洲,1941.05亿 
1982,13,墨西哥,美洲,1846.09亿 
1982,14,荷兰,欧洲,1584.8亿 
1982,15,沙特阿拉伯,亚洲,1532.39亿 
1982,16,伊朗,亚洲,1259.49亿 
1982,17,瑞士,欧洲,1151.4亿 
1982,18,瑞典,欧洲,1143.81亿 
1982,19,比利时,欧洲,920.96亿 
1982,20,印尼,亚洲,901.58亿 
1982,21,阿根廷,美洲,843.07亿 
1982,22,南非,非洲,784.23亿 
1982,23,韩国,亚洲,783.59亿 
1982,24,奥地利,欧洲,712.75亿 
1982,25,委内瑞拉,美洲,677.37亿 
1982,26,土耳其,欧洲,645.46亿 
1982,27,挪威,欧洲,626.47亿 
1982,28,丹麦,欧洲,604.13亿 
1982,29,希腊,欧洲,546.18亿 
1982,30,芬兰,欧洲,527.98亿 
1982,31,尼日利亚,非洲,513.97亿 
1982,32,阿联酋,亚洲,466.23亿 
1982,33,阿尔及利亚,非洲,452.07亿 
1982,34,伊拉克,亚洲,423.82亿 
1982,35,菲律宾,亚洲,422.06亿 
1982,36,哥伦比亚,美洲,389.68亿 
1982,37,泰国,亚洲,365.9亿 
1982,38,香港,亚洲,322.91亿 
1982,39,巴基斯坦,亚洲,307.26亿 
1982,40,葡萄牙,欧洲,305.28亿 
1982,41,以色列,亚洲,279.35亿 
1982,42,埃及,非洲,276.55亿 
1982,43,马来西亚,亚洲,268.04亿 
1982,44,智利,美洲,253.26亿 
1982,45,新西兰,大洋洲,241.65亿 
1982,46,秘鲁,美洲,217.93亿 
1982,47,科威特,亚洲,215.78亿 
1982,48,爱尔兰,欧洲,214.75亿 
1982,49,古巴,美洲,209.54亿 
1982,50,厄瓜多尔,美洲,199.3亿 
1982,51,保加利亚,欧洲,193.42亿 
1982,52,孟加拉,亚洲,185.25亿 
1982,53,摩洛哥,非洲,176.92亿 
1982,54,叙利亚,亚洲,175.26亿 
1982,55,波多黎各,美洲,167.64亿 
1982,56,新加坡,亚洲,160.84亿 
1982,57,刚果（金）,非洲,136.52亿 
1982,58,苏丹,非洲,92.4亿 
1982,59,乌拉圭,美洲,91.79亿 
1982,60,危地马拉,美洲,87.17亿 
1982,61,津巴布韦,非洲,85.4亿 
1982,62,多米尼加,美洲,82.67亿 
1982,63,特立尼达和多巴哥,美洲,81.4亿 
1982,64,突尼斯,非洲,81.33亿 
1982,65,埃塞俄比亚,非洲,77.08亿 
1982,66,卡塔尔,亚洲,75.97亿 
1982,67,科特迪瓦,非洲,75.67亿 
1982,68,阿曼,亚洲,75.55亿 
1982,69,喀麦隆,非洲,66.11亿 
1982,70,肯尼亚,非洲,64.32亿 
1982,71,缅甸,亚洲,59.27亿 
1982,72,巴拿马,美洲,57.7亿 
1982,73,玻利维亚,美洲,55.87亿 
1982,74,安哥拉,非洲,55.54亿 
1982,75,巴拉圭,美洲,54.19亿 
1982,76,斯里兰卡,亚洲,47.69亿 
1982,77,约旦,亚洲,46.81亿 
1982,78,卢森堡,欧洲,46.02亿 
1982,79,文莱,亚洲,42.64亿 
1982,80,加纳,非洲,40.36亿 
1982,81,赞比亚,非洲,39.95亿 
1982,82,巴林,亚洲,36.46亿 
1982,83,加蓬,非洲,36.18亿 
1982,84,莫桑比克,非洲,36.12亿 
1982,85,马达加斯加,非洲,35.26亿 
1982,86,萨尔瓦多,美洲,33.99亿 
1982,87,牙买加,美洲,32.94亿 
1982,88,冰岛,欧洲,32.07亿 
1982,89,塞内加尔,非洲,31.1亿 
1982,90,洪都拉斯,美洲,29.04亿 
1982,91,哥斯达黎加,美洲,26.07亿 
1982,92,蒙古,亚洲,25.52亿 
1982,93,尼加拉瓜,美洲,24.65亿 
1982,94,尼泊尔,亚洲,23.95亿 
1982,95,巴布亚新几内亚,大洋洲,23.69亿 
1982,96,乌干达,非洲,21.77亿 
1982,97,刚果（布）,非洲,21.61亿 
1982,98,塞浦路斯,欧洲,21.59亿 
1982,99,纳米比亚,非洲,21.19亿 
1982,100,尼日尔,非洲,20.18亿 
1982,101,布基纳法索,非洲,17.54亿 
1982,102,巴哈马,美洲,15.78亿 
1982,103,海地,美洲,14.74亿 
1982,104,卢旺达,非洲,14.07亿 
1982,105,马里,非洲,13.34亿 
1982,106,塞拉利昂,非洲,12.95亿 
1982,107,法属波利尼西亚,大洋洲,12.86亿 
1982,108,贝宁,非洲,12.68亿 
1982,109,马耳他,欧洲,12.35亿 
1982,110,斐济群岛,大洋洲,11.94亿 
1982,111,马拉维,非洲,11.8亿 
1982,112,巴巴多斯,美洲,11.64亿 
1982,113,摩纳哥,欧洲,11.43亿 
1982,114,澳门,亚洲,11.43亿 
1982,115,毛里求斯,非洲,10.78亿 
1982,116,博茨瓦纳,非洲,10.15亿 
1982,117,布隆迪,非洲,10.13亿 
1982,118,苏里南,美洲,9.15亿 
1982,119,新喀里多尼亚,大洋洲,9.05亿 
1982,120,利比里亚,非洲,8.64亿 
1982,121,乍得,非洲,8.34亿 
1982,122,多哥,非洲,8.22亿 
1982,123,百慕大,美洲,7.86亿 
1982,124,索马里,非洲,7.74亿 
1982,125,毛里塔尼亚,非洲,7.5亿 
1982,126,中非,非洲,7.48亿 
1982,127,斯威士兰,非洲,5.38亿 
1982,128,列支敦士登,欧洲,5.22亿 
1982,129,圭亚那,美洲,4.82亿 
1982,130,格陵兰,美洲,4.02亿 
1982,131,安道尔,欧洲,3.76亿 
1982,132,莱索托,非洲,3.49亿 
1982,133,冈比亚,非洲,2.16亿 
1982,134,所罗门群岛,大洋洲,1.93亿 
1982,135,圣卢西亚,美洲,1.83亿 
1982,136,伯利兹,美洲,1.82亿 
1982,137,几内亚比绍,非洲,1.66亿 
1982,138,安提瓜和巴布达,美洲,1.64亿 
1982,139,塞舌尔,非洲,1.48亿 
1982,140,不丹,亚洲,1.41亿 
1982,141,佛得角,非洲,1.41亿 
1982,142,格林纳达,美洲,1.25亿 
1982,143,萨摩亚,大洋洲,1.21亿 
1982,144,瓦努阿图,大洋洲,1.15亿 
1982,145,圣文森特和格林纳丁斯,美洲,1.14亿 
1982,146,科摩罗,非洲,1.07亿 
1982,147,多米尼克,美洲,8953万 
1982,148,圣基茨和尼维斯,美洲,8602万 
1982,149,汤加,大洋洲,6207万 
1982,150,马尔代夫,亚洲,4791万 
1982,151,赤道几内亚,非洲,4429万 
1982,152,基里巴斯,大洋洲,4057万 
1982,153,马绍尔群岛,大洋洲,3492万 
1983,1,美国,美洲,3.63万亿 
1983,2,日本,亚洲,1.24万亿 
1983,3,德国,欧洲,7706.84亿 
1983,4,法国,欧洲,5598.69亿 
1983,5,英国,欧洲,4896.18亿 
1983,6,意大利,欧洲,4430.42亿 
1983,7,加拿大,美洲,3405.48亿 
1983,8,中国,亚洲,2306.87亿 
1983,9,印度,亚洲,2182.62亿 
1983,10,巴西,美洲,1896.57亿 
1983,11,澳大利亚,大洋洲,1773.34亿 
1983,12,西班牙,欧洲,1709.51亿 
1983,13,伊朗,亚洲,1563.65亿 
1983,14,墨西哥,美洲,1561.59亿 
1983,15,荷兰,欧洲,1534.45亿 
1983,16,沙特阿拉伯,亚洲,1291.72亿 
1983,17,瑞士,欧洲,1147.31亿 
1983,18,瑞典,欧洲,1050.14亿 
1983,19,阿根廷,美洲,1039.79亿 
1983,20,韩国,亚洲,877.6亿 
1983,21,南非,非洲,874.16亿 
1983,22,比利时,欧洲,871.84亿 
1983,23,印尼,亚洲,810.52亿 
1983,24,奥地利,欧洲,721.21亿 
1983,25,委内瑞拉,美洲,675.56亿 
1983,26,土耳其,欧洲,616.78亿 
1983,27,挪威,欧洲,616.27亿 
1983,28,丹麦,欧洲,606.45亿 
1983,29,芬兰,欧洲,509.74亿 
1983,30,希腊,欧洲,494.29亿 
1983,31,阿尔及利亚,非洲,488.01亿 
1983,32,阿联酋,亚洲,428.03亿 
1983,33,伊拉克,亚洲,407.13亿 
1983,34,泰国,亚洲,400.43亿 
1983,35,哥伦比亚,美洲,387.3亿 
1983,36,菲律宾,亚洲,377.59亿 
1983,37,尼日利亚,非洲,354.52亿 
1983,38,以色列,亚洲,312.01亿 
1983,39,埃及,非洲,309.66亿 
1983,40,马来西亚,亚洲,303.47亿 
1983,41,香港,亚洲,299.07亿 
1983,42,巴基斯坦,亚洲,286.92亿 
1983,43,葡萄牙,欧洲,272.4亿 
1983,44,新西兰,大洋洲,243.09亿 
1983,45,古巴,美洲,222.05亿 
1983,46,科威特,亚洲,208.69亿 
1983,47,爱尔兰,欧洲,207.66亿 
1983,48,智利,美洲,203.56亿 
1983,49,叙利亚,亚洲,186.73亿 
1983,50,新加坡,亚洲,177.84亿 
1983,51,孟加拉,亚洲,176.09亿 
1983,52,秘鲁,美洲,173.46亿 
1983,53,波多黎各,美洲,172.77亿 
1983,54,厄瓜多尔,美洲,171.52亿 
1983,55,保加利亚,欧洲,165.64亿 
1983,56,摩洛哥,非洲,162.51亿 
1983,57,刚果（金）,非洲,110.07亿 
1983,58,多米尼加,美洲,92.21亿 
1983,59,危地马拉,美洲,90.5亿 
1983,60,埃塞俄比亚,非洲,85.68亿 
1983,61,突尼斯,非洲,83.5亿 
1983,62,苏丹,非洲,82.3亿 
1983,63,阿曼,亚洲,79.33亿 
1983,64,津巴布韦,非洲,77.64亿 
1983,65,特立尼达和多巴哥,美洲,77.64亿 
1983,66,喀麦隆,非洲,68.7亿 
1983,67,科特迪瓦,非洲,68.38亿 
1983,68,卡塔尔,亚洲,64.68亿 
1983,69,缅甸,亚洲,61.06亿 
1983,70,肯尼亚,非洲,59.79亿 
1983,71,巴拿马,美洲,59.24亿 
1983,72,安哥拉,非洲,57.88亿 
1983,73,巴拉圭,美洲,56.73亿 
1983,74,玻利维亚,美洲,54.22亿 
1983,75,斯里兰卡,亚洲,51.68亿 
1983,76,乌拉圭,美洲,51.02亿 
1983,77,约旦,亚洲,49.2亿 
1983,78,卢森堡,欧洲,45.24亿 
1983,79,加纳,非洲,40.57亿 
1983,80,文莱,亚洲,38.45亿 
1983,81,巴林,亚洲,37.35亿 
1983,82,牙买加,美洲,36.19亿 
1983,83,马达加斯加,非洲,35.12亿 
1983,84,萨尔瓦多,美洲,35.06亿 
1983,85,加蓬,非洲,33.91亿 
1983,86,莫桑比克,非洲,32.36亿 
1983,87,赞比亚,非洲,32.16亿 
1983,88,哥斯达黎加,美洲,31.47亿 
1983,89,洪都拉斯,美洲,30.77亿 
1983,90,塞内加尔,非洲,27.74亿 
1983,91,冰岛,欧洲,27.66亿 
1983,92,尼加拉瓜,美洲,27.43亿 
1983,93,蒙古,亚洲,27.26亿 
1983,94,巴布亚新几内亚,大洋洲,25.62亿 
1983,95,尼泊尔,亚洲,24.47亿 
1983,96,纳米比亚,非洲,22.97亿 
1983,97,乌干达,非洲,22.4亿 
1983,98,塞浦路斯,欧洲,21.6亿 
1983,99,刚果（布）,非洲,20.97亿 
1983,100,尼日尔,非洲,18.03亿 
1983,101,巴哈马,美洲,17.33亿 
1983,102,海地,美洲,16.24亿 
1983,103,布基纳法索,非洲,16.0亿 
1983,104,卢旺达,非洲,14.8亿 
1983,105,法属波利尼西亚,大洋洲,13.36亿 
1983,106,马里,非洲,12.98亿 
1983,107,巴巴多斯,美洲,12.36亿 
1983,108,马拉维,非洲,12.23亿 
1983,109,博茨瓦纳,非洲,11.72亿 
1983,110,马耳他,欧洲,11.66亿 
1983,111,澳门,亚洲,11.33亿 
1983,112,斐济群岛,大洋洲,11.23亿 
1983,113,贝宁,非洲,10.95亿 
1983,114,摩纳哥,欧洲,10.93亿 
1983,115,毛里求斯,非洲,10.9亿 
1983,116,布隆迪,非洲,10.83亿 
1983,117,塞拉利昂,非洲,9.95亿 
1983,118,百慕大,美洲,8.89亿 
1983,119,苏里南,美洲,8.84亿 
1983,120,乍得,非洲,8.32亿 
1983,121,新喀里多尼亚,大洋洲,8.24亿 
1983,122,利比里亚,非洲,8.23亿 
1983,123,毛里塔尼亚,非洲,7.88亿 
1983,124,多哥,非洲,7.66亿 
1983,125,索马里,非洲,7.34亿 
1983,126,中非,非洲,6.59亿 
1983,127,斯威士兰,非洲,5.55亿 
1983,128,列支敦士登,欧洲,5.24亿 
1983,129,圭亚那,美洲,4.89亿 
1983,130,格陵兰,美洲,4.16亿 
1983,131,莱索托,非洲,3.87亿 
1983,132,安道尔,欧洲,3.28亿 
1983,133,冈比亚,非洲,2.13亿 
1983,134,圣卢西亚,美洲,1.97亿 
1983,135,伯利兹,美洲,1.92亿 
1983,136,安提瓜和巴布达,美洲,1.82亿 
1983,137,所罗门群岛,大洋洲,1.81亿 
1983,138,几内亚比绍,非洲,1.64亿 
1983,139,不丹,亚洲,1.57亿 
1983,140,塞舌尔,非洲,1.47亿 
1983,141,佛得角,非洲,1.38亿 
1983,142,格林纳达,美洲,1.32亿 
1983,143,圣文森特和格林纳丁斯,美洲,1.22亿 
1983,144,瓦努阿图,大洋洲,1.17亿 
1983,145,萨摩亚,大洋洲,1.12亿 
1983,146,科摩罗,非洲,1.12亿 
1983,147,密克罗尼西亚联邦,大洋洲,1.06亿 
1983,148,多米尼克,美洲,9867万 
1983,149,圣基茨和尼维斯,美洲,8687万 
1983,150,汤加,大洋洲,6086万 
1983,151,马尔代夫,亚洲,5783万 
1983,152,赤道几内亚,非洲,4444万 
1983,153,马绍尔群岛,大洋洲,4175万 
1983,154,基里巴斯,大洋洲,3784万 
1984,1,美国,美洲,4.04万亿 
1984,2,日本,亚洲,1.32万亿 
1984,3,德国,欧洲,7251.11亿 
1984,4,法国,欧洲,5306.84亿 
1984,5,英国,欧洲,4614.87亿 
1984,6,意大利,欧洲,4378.88亿 
1984,7,加拿大,美洲,3553.73亿 
1984,8,中国,亚洲,2599.47亿 
1984,9,印度,亚洲,2121.58亿 
1984,10,澳大利亚,大洋洲,1935.94亿 
1984,11,巴西,美洲,1883.4亿 
1984,12,墨西哥,美洲,1842.61亿 
1984,13,西班牙,欧洲,1721.03亿 
1984,14,伊朗,亚洲,1622.77亿 
1984,15,荷兰,欧洲,1439.13亿 
1984,16,沙特阿拉伯,亚洲,1196.25亿 
1984,17,瑞士,欧洲,1095.47亿 
1984,18,瑞典,欧洲,1092.01亿 
1984,19,韩国,亚洲,975.1亿 
1984,20,印尼,亚洲,848.54亿 
1984,21,比利时,欧洲,833.5亿 
1984,22,阿根廷,美洲,790.92亿 
1984,23,南非,非洲,773.44亿 
1984,24,奥地利,欧洲,679.85亿 
1984,25,挪威,欧洲,620.58亿 
1984,26,委内瑞拉,美洲,600.1亿 
1984,27,土耳其,欧洲,599.9亿 
1984,28,丹麦,欧洲,591.05亿 
1984,29,阿尔及利亚,非洲,536.98亿 
1984,30,芬兰,欧洲,528.89亿 
1984,31,希腊,欧洲,480.2亿 
1984,32,伊拉克,亚洲,469.38亿 
1984,33,阿联酋,亚洲,418.08亿 
1984,34,泰国,亚洲,417.98亿 
1984,35,哥伦比亚,美洲,382.53亿 
1984,36,菲律宾,亚洲,357.3亿 
1984,37,埃及,非洲,339.71亿 
1984,38,马来西亚,亚洲,339.44亿 
1984,39,香港,亚洲,335.11亿 
1984,40,巴基斯坦,亚洲,311.52亿 
1984,41,以色列,亚洲,292.62亿 
1984,42,尼日利亚,非洲,285.01亿 
1984,43,葡萄牙,欧洲,252.18亿 
1984,44,古巴,美洲,240.39亿 
1984,45,科威特,亚洲,216.97亿 
1984,46,新西兰,大洋洲,216.66亿 
1984,47,爱尔兰,欧洲,201.07亿 
1984,48,新加坡,亚洲,197.49亿 
1984,49,智利,美洲,196.23亿 
1984,50,叙利亚,亚洲,191.95亿 
1984,51,波多黎各,美洲,191.63亿 
1984,52,孟加拉,亚洲,189.21亿 
1984,53,秘鲁,美洲,176.0亿 
1984,54,保加利亚,欧洲,175.95亿 
1984,55,厄瓜多尔,美洲,169.13亿 
1984,56,摩洛哥,非洲,148.25亿 
1984,57,多米尼加,美洲,115.94亿 
1984,58,苏丹,非洲,97.01亿 
1984,59,危地马拉,美洲,94.7亿 
1984,60,阿曼,亚洲,88.21亿 
1984,61,突尼斯,非洲,82.55亿 
1984,62,埃塞俄比亚,非洲,80.96亿 
1984,63,刚果（金）,非洲,78.58亿 
1984,64,特立尼达和多巴哥,美洲,77.57亿 
1984,65,喀麦隆,非洲,73.12亿 
1984,66,科特迪瓦,非洲,68.42亿 
1984,67,卡塔尔,亚洲,67.04亿 
1984,68,津巴布韦,非洲,63.52亿 
1984,69,缅甸,亚洲,63.17亿 
1984,70,肯尼亚,非洲,61.91亿 
1984,71,巴拿马,美洲,61.83亿 
1984,72,玻利维亚,美洲,61.7亿 
1984,73,安哥拉,非洲,61.35亿 
1984,74,斯里兰卡,亚洲,60.43亿 
1984,75,约旦,亚洲,49.67亿 
1984,76,乌拉圭,美洲,48.5亿 
1984,77,巴拉圭,美洲,45.02亿 
1984,78,卢森堡,欧洲,44.38亿 
1984,79,加纳,非洲,44.12亿 
1984,80,巴林,亚洲,39.06亿 
1984,81,文莱,亚洲,37.83亿 
1984,82,萨尔瓦多,美洲,36.62亿 
1984,83,哥斯达黎加,美洲,36.6亿 
1984,84,乌干达,非洲,36.16亿 
1984,85,加蓬,非洲,35.61亿 
1984,86,莫桑比克,非洲,33.76亿 
1984,87,洪都拉斯,美洲,33.19亿 
1984,88,尼加拉瓜,美洲,31.06亿 
1984,89,马达加斯加,非洲,29.39亿 
1984,90,冰岛,欧洲,28.64亿 
1984,91,赞比亚,非洲,27.39亿 
1984,92,塞内加尔,非洲,27.06亿 
1984,93,尼泊尔,亚洲,25.81亿 
1984,94,巴布亚新几内亚,大洋洲,25.53亿 
1984,95,牙买加,美洲,23.74亿 
1984,96,塞浦路斯,欧洲,22.78亿 
1984,97,刚果（布）,非洲,21.94亿 
1984,98,蒙古,亚洲,20.99亿 
1984,99,巴哈马,美洲,20.41亿 
1984,100,纳米比亚,非洲,19.51亿 
1984,101,阿尔巴尼亚,欧洲,18.57亿 
1984,102,海地,美洲,18.16亿 
1984,103,老挝,亚洲,17.57亿 
1984,104,卢旺达,非洲,15.87亿 
1984,105,尼日尔,非洲,14.61亿 
1984,106,布基纳法索,非洲,14.6亿 
1984,107,法属波利尼西亚,大洋洲,13.79亿 
1984,108,巴巴多斯,美洲,13.47亿 
1984,109,澳门,亚洲,13.04亿 
1984,110,博茨瓦纳,非洲,12.41亿 
1984,111,马里,非洲,12.33亿 
1984,112,马拉维,非洲,12.08亿 
1984,113,斐济群岛,大洋洲,11.78亿 
1984,114,马耳他,欧洲,11.02亿 
1984,115,塞拉利昂,非洲,10.87亿 
1984,116,贝宁,非洲,10.51亿 
1984,117,毛里求斯,非洲,10.41亿 
1984,118,摩纳哥,欧洲,10.37亿 
1984,119,布隆迪,非洲,9.87亿 
1984,120,百慕大,美洲,9.86亿 
1984,121,乍得,非洲,9.19亿 
1984,122,苏里南,美洲,8.64亿 
1984,123,利比里亚,非洲,8.48亿 
1984,124,新喀里多尼亚,大洋洲,7.96亿 
1984,125,索马里,非洲,7.88亿 
1984,126,毛里塔尼亚,非洲,7.27亿 
1984,127,多哥,非洲,7.18亿 
1984,128,中非,非洲,6.38亿 
1984,129,列支敦士登,欧洲,5.03亿 
1984,130,斯威士兰,非洲,4.94亿 
1984,131,圭亚那,美洲,4.38亿 
1984,132,格陵兰,美洲,3.79亿 
1984,133,莱索托,非洲,3.33亿 
1984,134,安道尔,欧洲,3.3亿 
1984,135,所罗门群岛,大洋洲,2.53亿 
1984,136,圣卢西亚,美洲,2.51亿 
1984,137,伯利兹,美洲,2.14亿 
1984,138,安提瓜和巴布达,美洲,2.08亿 
1984,139,冈比亚,非洲,1.77亿 
1984,140,不丹,亚洲,1.6亿 
1984,141,塞舌尔,非洲,1.51亿 
1984,142,格林纳达,美洲,1.46亿 
1984,143,瓦努阿图,大洋洲,1.44亿 
1984,144,几内亚比绍,非洲,1.38亿 
1984,145,圣文森特和格林纳丁斯,美洲,1.35亿 
1984,146,佛得角,非洲,1.32亿 
1984,147,马尔代夫,亚洲,1.1亿 
1984,148,萨摩亚,大洋洲,1.09亿 
1984,149,多米尼克,美洲,1.09亿 
1984,150,科摩罗,非洲,1.07亿 
1984,151,圣基茨和尼维斯,美洲,9860万 
1984,152,汤加,大洋洲,6425万 
1984,153,赤道几内亚,非洲,5032万 
1984,154,马绍尔群岛,大洋洲,4514万 
1984,155,基里巴斯,大洋洲,4125万 
1985,1,美国,美洲,4.34万亿 
1985,2,日本,亚洲,1.4万亿 
1985,3,德国,欧洲,7325.35亿 
1985,4,法国,欧洲,5531.38亿 
1985,5,英国,欧洲,4892.85亿 
1985,6,意大利,欧洲,4522.17亿 
1985,7,加拿大,美洲,3647.56亿 
1985,8,中国,亚洲,3094.88亿 
1985,9,印度,亚洲,2325.12亿 
1985,10,巴西,美洲,2108.8亿 
1985,11,墨西哥,美洲,1952.2亿 
1985,12,西班牙,欧洲,1807.93亿 
1985,13,澳大利亚,大洋洲,1805.74亿 
1985,14,伊朗,亚洲,1801.84亿 
1985,15,荷兰,欧洲,1438.46亿 
1985,16,瑞典,欧洲,1141.24亿 
1985,17,瑞士,欧洲,1110.74亿 
1985,18,沙特阿拉伯,亚洲,1038.98亿 
1985,19,韩国,亚洲,1012.96亿 
1985,20,阿根廷,美洲,884.17亿 
1985,21,比利时,欧洲,862.68亿 
1985,22,印尼,亚洲,852.89亿 
1985,23,奥地利,欧洲,693.87亿 
1985,24,土耳其,欧洲,672.35亿 
1985,25,挪威,欧洲,654.17亿 
1985,26,丹麦,欧洲,626.59亿 
1985,27,委内瑞拉,美洲,619.65亿 
1985,28,南非,非洲,590.83亿 
1985,29,阿尔及利亚,非洲,579.38亿 
1985,30,芬兰,欧洲,558.76亿 
1985,31,伊拉克,亚洲,484.25亿 
1985,32,希腊,欧洲,478.21亿 
1985,33,阿联酋,亚洲,406.04亿 
1985,34,埃及,非洲,390.54亿 
1985,35,泰国,亚洲,389.01亿 
1985,36,香港,亚洲,357.0亿 
1985,37,菲律宾,亚洲,349.62亿 
1985,38,哥伦比亚,美洲,348.94亿 
1985,39,马来西亚,亚洲,312.0亿 
1985,40,巴基斯坦,亚洲,311.45亿 
1985,41,尼日利亚,非洲,288.74亿 
1985,42,以色列,亚洲,276.01亿 
1985,43,葡萄牙,欧洲,271.16亿 
1985,44,新西兰,大洋洲,246.8亿 
1985,45,古巴,美洲,229.2亿 
1985,46,孟加拉,亚洲,222.78亿 
1985,47,科威特,亚洲,214.43亿 
1985,48,爱尔兰,欧洲,212.7亿 
1985,49,波多黎各,美洲,202.89亿 
1985,50,新加坡,亚洲,191.57亿 
1985,51,智利,美洲,177.03亿 
1985,52,保加利亚,欧洲,171.55亿 
1985,53,厄瓜多尔,美洲,171.49亿 
1985,54,秘鲁,美洲,165.49亿 
1985,55,叙利亚,亚洲,164.04亿 
1985,56,摩洛哥,非洲,149.91亿 
1985,57,越南,亚洲,140.95亿 
1985,58,苏丹,非洲,124.04亿 
1985,59,阿曼,亚洲,100.06亿 
1985,60,危地马拉,美洲,97.22亿 
1985,61,埃塞俄比亚,非洲,94.81亿 
1985,62,喀麦隆,非洲,85.45亿 
1985,63,突尼斯,非洲,84.1亿 
1985,64,安哥拉,非洲,75.59亿 
1985,65,特立尼达和多巴哥,美洲,73.76亿 
1985,66,刚果（金）,非洲,71.95亿 
1985,67,科特迪瓦,非洲,69.78亿 
1985,68,巴拿马,美洲,65.42亿 
1985,69,缅甸,亚洲,63.56亿 
1985,70,卡塔尔,亚洲,61.53亿 
1985,71,肯尼亚,非洲,61.35亿 
1985,72,斯里兰卡,亚洲,59.78亿 
1985,73,津巴布韦,非洲,56.37亿 
1985,74,玻利维亚,美洲,53.77亿 
1985,75,多米尼加,美洲,50.45亿 
1985,76,约旦,亚洲,49.94亿 
1985,77,乌拉圭,美洲,47.32亿 
1985,78,卢森堡,欧洲,45.77亿 
1985,79,加纳,非洲,45.04亿 
1985,80,莫桑比克,非洲,44.56亿 
1985,81,哥斯达黎加,美洲,39.19亿 
1985,82,萨尔瓦多,美洲,38.0亿 
1985,83,巴林,亚洲,36.52亿 
1985,84,洪都拉斯,美洲,36.39亿 
1985,85,文莱,亚洲,35.24亿 
1985,86,乌干达,非洲,35.2亿 
1985,87,加蓬,非洲,33.4亿 
1985,88,巴拉圭,美洲,32.82亿 
1985,89,冰岛,欧洲,29.84亿 
1985,90,塞内加尔,非洲,29.62亿 
1985,91,马达加斯加,非洲,28.58亿 
1985,92,尼加拉瓜,美洲,26.84亿 
1985,93,尼泊尔,亚洲,26.2亿 
1985,94,塞浦路斯,欧洲,24.3亿 
